progress,finished,attention_1,attention_2,attention_3,attention_1_fail,attention_2_fail,attention_3_fail,q1_g20,q2_g20,q3_g20,q4_g20,q5_g20,q6_g20,q7_g20,q8_g20,q9_g20,q10_g20,q11_g20,q12_g20,q13_g20,q14_g20,q15_g20,q16_g20,q17_g20,q18_g20,q19_g20,q20_g20,q16_g5,q17_g5,q18_g5,q19_g5,q20_g5,method_description,time_q1,time_q2,time_q3,time_q4,time_q5,time_q6,time_q7,time_q8,time_q9,time_q10,time_q11,time_q12,time_q13,time_q14,time_q15,time_q16,time_q17,time_q18,time_q19,time_q20,history_q1,history_q2,history_q3,history_q4,history_q5,history_q6,history_q7,history_q8,history_q9,history_q10,history_q11,history_q12,history_q13,history_q14,history_q15,history_q16,history_q17,history_q18,history_q19,history_q20,button_2_to_1,button_3_to_2,button_4_to_3,button_5_to_4,history_a1,history_a2,history_a3,history_a1_fail,history_a2_fail,history_a3_fail,time_button_2_to_1,time_button_3_to_2,time_button_4_to_3,time_button_5_to_4,button_1_to_2,button_2_to_3,button_3_to_4,button_4_to_5,time_button_1_to_2,time_button_2_to_3,time_button_3_to_4,time_button_4_to_5,setting
29,0,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","1","1","1","2",,,,,,,,,,,,,
98,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,3,"Because all the scores seems consistently high, I concluded that there could easily be other applicants who would score higher. Therefore, the highest score applicant was not put in the highest percentile category, but instead the 60-80% category. The range between the lowest score and the highest score was not that wide, so I gauged that the range of scores for each of the categories had to be rather narrow. ",,,,,,,,,,,,,,,,"1661457534693, 1661457576481","1661457485003, 1661457527433, 1661457570437","1661457488511, 1661457582461","1661457473909, 1661457585657","1661457500700, 1661457590999, 1661457602458, 1661457609896",,,,,,,,,,,,,,,,"3, 2","4, 3, 2","4, 3","5, 4","4, 3, 2, 3",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457612717",73
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2","2",,,,,,,,,,,,,
98,0,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5,I chose the higher percentage for the higher number. I'm not sure if its right but its logical to me. Thank you.,,,,,,,,,,,,,,,,"1661457667360","1661457669173","1661457671802","1661457673356","1661457674569",,,,,,,,,,,,,,,,"4","4","5","4","5",,,,,"1","2","1","2","1","2",,,,,,,,1,,,,"1661457676624",20
29,0,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","2","1, 2","2","2",,,,,,,,,,,,,
98,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,5,"Just tried to estimate the total range and use a ""bell curve"" to get answers",,,,,,,,,,,,,,,,"1661457889392","1661457891332","1661457898876","1661457900902","1661457916486",,,,,,,,,,,,,,,,"4","5","4","5","5",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457919618",62
98,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,4,The highest score was in the highest percent,,,,,,,,,,,,,,,,"1661458022681, 1661458193881, 1661458196354","1661458150825","1661458166455","1661458169113","1661458174822",,,,,,,,,,,,,,,,"5, 4, 3","5","4","4","4",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458213889",38
29,0,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1","1","1","2",,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2","2",,,,,,,,,,,,,
15,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","1","2","2, 1","2",,,,,,,,,,,,,
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2",,,,,,,,,,,,,,,,
98,0,2,1,2,,,,5,3,4,4,5,3,3,4,2,3,4,3,3,3,4,3,4,4,2,3,,,,,,"Honestly, I just guessed and hoped for the best. Sorry if that is not the best!","1661457471361","1661457474328","1661457490114","1661457495009","1661457495816","1661457565087","1661457565894, 1661457567297","1661457572064","1661457573586","1661457576906","1661457622796","1661457623712","1661457626555","1661457628333","1661457634902","1661457777130","1661457781028","1661457782733","1661457784635","1661457785648","5","3","4","4","5","3","2, 3","4","2","3","4","3","3","3","4","3","4","4","2","3",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457497922","1661457579026","1661457636351","1661457787909",25
29,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 2","2","2","2","2","2",,,,,,,,,,,,,
